No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
1484,4,E,Quercus rubra,0.071,Low,2016,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,5/25/18,14.38,33.76,2.99,26.2,12.92,33,115.5,0,,1
3314,8,B,Acer saccharum,0.066,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.3,,-0.09,13.65,12.5,7,24.5,1,,
1490,4,C,Quercus alba,0.079,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,16.37,18.96,4.45,17.08,23.19,33,115.5,0,,1
3318,8,B,Prunus serotina,0.066,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,38.77,,0.7,6.94,11.21,7,24.5,1,,
3326,8,D,Quercus alba,0.063,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,26,35.71,4.41,26.66,14.39,7,24.5,0,1,
3376,8,D,Acer saccharum,0.063,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.47,,-0.22,10.62,11.38,7,24.5,1,,
1496,4,A,Quercus alba,0.078,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,17.49,23.82,4.75,18.57,22.08,33,115.5,0,,1
1499,4,A,Acer saccharum,0.078,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.86,,-0.2,13.81,11.98,18,63,1,,
1503,4,E,Acer saccharum,0.071,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.95,,0.04,13.79,12.31,17,59.5,1,,
1505,4,E,Prunus serotina,0.071,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.82,,0.3,5.1,6.86,17,59.5,1,,
1506,4,C,Prunus serotina,0.079,Med,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,6/5/18,10.44,,0.07,7.15,11.6,17,59.5,1,,
1507,4,C,Quercus rubra,0.079,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,20.14,49.09,3.79,26.91,14.62,33,115.5,0,,1
3386,8,B,Quercus alba,0.066,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,14,43.1,3.52,25.93,10.1,7,24.5,0,1,
3396,8,D,Acer saccharum,0.063,Low,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,5/17/18,2,,-0.17,11.37,11.69,7,24.5,0,1,
3401,8,D,Prunus serotina,0.063,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,24,,0.32,4.45,7,7,24.5,0,1,
1519,4,B,Quercus alba,0.076,Med,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,3.2,1.96,2.84,19.45,17.94,23,80.5,1,,
3411,8,B,Quercus alba,0.066,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,26,46.77,4.52,21.77,17.79,7,24.5,0,1,
3417,8,D,Quercus alba,0.063,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,4,77.78,4.52,21.31,18.25,7,24.5,0,1,
1524,4,D,Quercus rubra,0.073,Low,2016,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,4.8,2.71,26.16,11.4,33,115.5,0,,1
3421,8,B,Prunus serotina,0.066,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/8/18,32.37,,0.37,5.35,7.05,7,24.5,1,,
3432,8,D,Quercus rubra,0.063,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,15,33.33,3.69,20.13,18.89,7,24.5,0,1,
1538,4,E,Quercus rubra,0.071,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,14.97,31.03,3.72,20.72,18.53,33,115.5,0,,1
3434,8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,32.18,,0.39,5.18,6.74,7,24.5,1,,
1546,4,D,Quercus rubra,0.073,Low,2016,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,4.8,2.71,26.16,11.4,21,73.5,1,,
1550,4,B,Quercus rubra,0.076,Med,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,12.51,3.48,2.77,25.43,11.4,33,115.5,0,,1
3443,8,B,Quercus rubra,0.066,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,15,4.76,2.68,27.57,10.64,7,24.5,0,1,
1555,4,B,Prunus serotina,0.076,Med,2016,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,21.74,,0.32,5.1,6.85,17,59.5,1,,
3445,8,B,Prunus serotina,0.066,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,45,,0.65,8.08,11.71,7,24.5,0,1,
1565,4,D,Acer saccharum,0.073,Low,2017,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,13.75,,-0.09,10.94,11.53,18,63,1,,
3485,9,C,Acer saccharum,0.077,Med,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,22.36,,0.3,13.4,11.79,7,24.5,1,,
1571,4,B,Quercus alba,0.076,Med,2016,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,15.53,37.83,4.83,21.07,18.06,33,115.5,0,,1
1573,4,B,Quercus alba,0.076,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,16.26,29.55,4.42,18.59,22.69,20,70,1,,
3521,9,C,Quercus alba,0.077,Med,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,5/22/18,9,18.18,4.98,21.17,18.05,7,24.5,0,1,
1580,4,D,Quercus alba,0.073,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,18.88,43.68,4.61,21.36,18.14,33,115.5,0,,1
3528,9,C,Quercus rubra,0.077,Med,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,5/23/18,15,0,2.83,25.71,11.33,7,24.5,0,1,
3531,9,A,Quercus alba,0.065,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,23,35,4.91,26.98,15.02,7,24.5,0,1,
3557,9,C,Quercus alba,0.077,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,6/15/18,5,14.29,4.82,19.13,21.9,7,24.5,0,1,
3567,9,A,Quercus alba,0.065,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,9,22.73,4.85,20.68,18.87,7,24.5,0,1,
3580,9,C,Quercus rubra,0.077,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,17,80,3.44,20.09,20.18,7,24.5,0,1,
3582,9,C,Quercus rubra,0.077,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,5/24/18,10,27.27,2.41,27.62,6.05,7,24.5,0,1,
1595,4,D,Quercus alba,0.073,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.85,38.42,3.78,19.23,20.26,33,115.5,0,,1
3617,9,C,Acer saccharum,0.077,Med,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,5/17/18,9,,-0.04,12.65,13.29,7,24.5,0,1,
3619,9,A,Quercus alba,0.065,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,15,35.71,3.71,25.81,13.15,7,24.5,0,1,
3628,9,C,Quercus alba,0.077,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,0,42.86,5.18,22.84,16.92,7,24.5,0,1,
3633,9,C,Prunus serotina,0.077,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.39,,0.73,7.75,11.34,7,24.5,1,,
3634,9,C,Acer saccharum,0.077,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,20,,0.28,16.82,12.58,7,24.5,0,1,
1616,4,D,Acer saccharum,0.073,Low,2017,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,,-0.04,13.53,12.37,17,59.5,1,,
3635,9,C,Quercus alba,0.077,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,15,20,4.5,17.45,23.27,7,24.5,0,1,
3683,9,E,Prunus serotina,0.071,Low,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,5,,0.27,5.45,8.46,7,24.5,0,1,
1624,4,B,Quercus rubra,0.076,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,20.3,28.61,3.74,23.02,16.68,33,115.5,0,,1
3696,9,B,Quercus alba,0.074,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,0,40,4.47,22.23,17.59,7,24.5,0,1,
3712,9,B,Quercus alba,0.074,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,21,62.75,3.67,17.1,21.81,7,24.5,0,1,
1642,4,B,Quercus alba,0.076,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,15.53,37.83,4.83,21.07,18.06,33,115.5,0,,1
3734,9,B,Quercus alba,0.074,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,5,85.71,4.58,21.18,18.34,7,24.5,0,1,
3737,9,D,Quercus alba,0.073,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,13,32.56,3.7,19.76,19.15,7,24.5,0,1,
1646,4,B,Quercus rubra,0.076,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,20.3,28.61,3.74,23.02,16.68,33,115.5,0,,1
3766,9,B,Quercus rubra,0.074,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,11,8.33,2.63,23.74,12.23,7,24.5,0,1,
3780,9,D,Quercus rubra,0.073,Low,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,8,0,3.29,22.48,15.96,7,24.5,0,1,
1650,4,D,Acer saccharum,0.073,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.45,,-0.23,10.93,11.4,18,63,1,,
3797,9,D,Quercus alba,0.073,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,3,0,3.27,18.59,22.02,7,24.5,0,1,
1652,4,D,Acer saccharum,0.073,Low,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.45,,-0.23,10.93,11.4,18,63,1,,
3803,9,B,Acer saccharum,0.074,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,18,,0.1,11.73,11.96,7,24.5,0,1,
3811,9,D,Quercus alba,0.073,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,14.06,29.02,4.68,20.22,19.67,7,24.5,1,,
1658,4,B,Quercus alba,0.076,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.02,36.02,3.84,18.67,21.75,33,115.5,0,,1
3812,9,D,Quercus alba,0.073,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,0,17.24,3.87,21.52,17.49,7,24.5,0,1,
3817,9,B,Quercus rubra,0.074,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,11,11.43,2.75,27.82,9.55,7,24.5,0,1,
3830,9,D,Acer saccharum,0.073,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,,-0.04,13.53,12.37,7,24.5,1,,
3832,9,D,Quercus rubra,0.073,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,13,14.89,3.63,26.1,14.58,7,24.5,0,1,
1664,4,B,Quercus alba,0.076,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.02,36.02,3.84,18.67,21.75,33,115.5,0,,1
1665,4,B,Acer saccharum,0.076,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.49,,0,10.39,10.83,17,59.5,1,,
3833,9,D,Prunus serotina,0.073,Low,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,0,,0.35,9.29,10.64,7,24.5,0,1,
3834,9,D,Quercus rubra,0.073,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,7,0,2.63,24.51,11.68,7,24.5,0,1,
3835,9,B,Acer saccharum,0.074,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,0,,-0.08,10.03,10.67,7,24.5,0,1,
1674,4,D,Acer saccharum,0.073,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,13.75,,-0.09,10.94,11.53,18,63,1,,
3843,9,B,Acer saccharum,0.074,Low,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,14.92,,-0.07,11.05,11.54,7,24.5,1,,
3846,9,D,Quercus alba,0.073,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,2,62.5,4.46,21.62,17.55,7,24.5,0,1,
3856,9,B,Quercus rubra,0.074,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,17,11.9,2.27,16.14,12.51,7,24.5,0,1,
1685,4,D,Quercus rubra,0.073,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.02,10.99,2.52,24.51,11.5,18,63,1,,
3863,9,D,Quercus rubra,0.073,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/24/18,42,72,2.5,28.49,9.68,7,24.5,0,1,
1687,4,D,Quercus alba,0.073,Low,2016,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,5.18,2.34,2.83,19.23,18.12,33,115.5,0,,1
3864,9,D,Quercus rubra,0.073,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,29,20.51,2.7,26.54,11.09,7,24.5,0,1,
1705,4,D,Quercus rubra,0.073,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/25/18,16.23,42.06,2.74,25.89,11.57,33,115.5,0,,1
1710,4,D,Quercus alba,0.073,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.85,38.42,3.78,19.23,20.26,33,115.5,0,,1
3865,9,D,Quercus rubra,0.073,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,12,31.15,3.43,27.63,13.45,7,24.5,0,1,
3878,9,B,Quercus rubra,0.074,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,6,8.33,3.24,24.97,13.98,7,24.5,0,1,
3883,9,D,Acer saccharum,0.073,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.63,,-0.04,10.98,11.22,7,24.5,1,,
3890,10,A,Quercus alba,0.051,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,31,33.33,3.62,19.47,19.18,7,24.5,0,1,
1728,4,D,Acer saccharum,0.073,Low,2017,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,,-0.04,13.53,12.37,17,59.5,1,,
1730,5,A,Quercus alba,0.086,Med,2017,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,5/23/18,26.42,37.3,4.9,19.18,21.65,21,73.5,1,,
3892,10,A,Quercus rubra,0.051,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,10,38.6,3.31,25.79,14.86,7,24.5,0,1,
3896,10,A,Quercus alba,0.051,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,12,4.55,1.97,17.37,19.22,7,24.5,0,1,
1737,5,A,Quercus rubra,0.086,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,23.14,51.73,3.81,26.81,14.69,33,115.5,0,,1
3898,10,C,Prunus serotina,0.075,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,13,,0.64,6.87,10.99,7,24.5,0,1,
1741,5,C,Quercus alba,0.098,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,20.63,25.93,4.99,19.06,22.55,33,115.5,0,,1
1742,5,C,Quercus alba,0.098,Med,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,5/17/18,11.42,13.61,3.75,18.84,21.64,33,115.5,0,,1
1743,5,C,Quercus rubra,0.098,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.7,21.83,3.5,26.77,14.38,19,66.5,1,,
3901,10,C,Acer saccharum,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,17,,0.04,9.43,9.06,7,24.5,0,1,
1753,5,A,Acer saccharum,0.086,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.06,,-0.01,13.73,12.05,18,63,1,,
3903,10,C,Quercus alba,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,14,44.68,4.85,24.97,15.69,7,24.5,0,1,
3909,10,A,Quercus rubra,0.051,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,12,16.67,2.46,21,12.53,7,24.5,0,1,
1760,5,C,Quercus alba,0.098,Med,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.66,34.38,4.15,19.17,22.01,33,115.5,0,,1
1764,5,C,Quercus alba,0.098,Med,2016,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,11.42,13.61,3.75,18.84,21.64,23,80.5,1,,
1772,5,A,Acer saccharum,0.086,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.37,,-0.03,13.92,12.05,18,63,1,,
3917,10,C,Quercus rubra,0.075,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,11,0,2.76,28.24,9.91,7,24.5,0,1,
1784,5,A,Quercus rubra,0.086,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,22.35,28.34,3.33,25.06,15,33,115.5,0,,1
3920,10,C,Acer saccharum,0.075,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,0,,-0.23,10.67,11.69,7,24.5,0,1,
3926,10,A,Prunus serotina,0.051,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22,,0.17,4.84,4.7,7,24.5,0,1,
3929,10,A,Acer saccharum,0.051,Low,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/4/18,16.58,,-0.23,9.41,9.81,7,24.5,1,,
3930,10,A,Acer saccharum,0.051,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,1.23,,0.13,11.46,11.47,7,24.5,0,1,
1793,5,C,Quercus rubra,0.098,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,29.36,40.36,3.82,26.68,14.74,33,115.5,0,,1
1804,5,A,Quercus alba,0.086,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,24.89,38.65,5.19,19.47,20.84,20,70,1,,
1808,5,A,Quercus alba,0.086,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,18.23,22.62,4.96,18.6,22.13,33,115.5,0,,1
1813,5,C,Quercus rubra,0.098,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.03,28.02,3.69,20.43,18.5,33,115.5,0,,1
1816,5,C,Quercus rubra,0.098,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.7,21.83,3.5,26.77,14.38,33,115.5,0,,1
3931,10,A,Prunus serotina,0.051,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,9,,-0.09,4.6,7.26,7,24.5,0,1,
1821,5,A,Acer saccharum,0.086,Med,2017,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.1,,0.48,13.62,12.36,18,63,1,,
3936,10,C,Prunus serotina,0.075,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,4,,0,4.63,8.32,7,24.5,0,1,
1829,5,C,Quercus alba,0.098,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.77,22.8,4.66,17.64,23.94,33,115.5,0,,1
3948,10,A,Quercus rubra,0.051,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,8,0,3.26,18.85,17.53,7,24.5,0,1,
3952,10,C,Quercus rubra,0.075,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17,65.63,3.62,20.83,17.83,7,24.5,0,1,
3954,10,C,Prunus serotina,0.075,Low,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,6/5/18,15,,0.27,5.06,8.07,7,24.5,0,1,
1839,5,A,Quercus rubra,0.086,Med,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,6.48,10.73,3.46,24.52,15.13,33,115.5,0,,1
3967,10,A,Quercus alba,0.051,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,47,71.43,4.59,22.65,16.69,7,24.5,0,1,
3993,10,C,Quercus rubra,0.075,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,21,44.9,3.41,31.66,13.97,7,24.5,0,1,
1853,5,C,Quercus rubra,0.098,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,29.36,40.36,3.82,26.68,14.74,33,115.5,0,,1
1854,5,C,Quercus alba,0.098,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.66,34.38,4.15,19.17,22.01,33,115.5,0,,1
3998,10,A,Quercus rubra,0.051,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,21,54.55,3.7,29.14,14.24,7,24.5,0,1,
4005,10,A,Quercus rubra,0.051,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,14,8.89,2.96,25.54,13.33,7,24.5,0,1,
4009,10,C,Quercus rubra,0.075,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,75,36.47,3.62,25.06,15.15,7,24.5,0,1,
4020,10,A,Acer saccharum,0.051,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,15,,-0.39,9.21,8.63,7,24.5,0,1,
1869,5,C,Quercus alba,0.098,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,14.5,37.47,5.23,21.24,18.26,33,115.5,0,,1
4022,10,A,Acer saccharum,0.051,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,2,,-0.54,10.24,11.58,7,24.5,0,1,
1875,5,A,Quercus alba,0.086,Med,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,5/23/18,26.42,37.3,4.9,19.18,21.65,21,73.5,1,,
4029,10,C,Quercus rubra,0.075,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17,4.55,3.53,24.11,15.7,7,24.5,0,1,
4034,10,A,Acer saccharum,0.051,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,15.87,,-0.34,9.59,9.44,7,24.5,1,,
4043,10,C,Acer saccharum,0.075,Low,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,5/17/18,2,,-0.2,9.19,9.39,7,24.5,0,1,
4045,10,C,Quercus rubra,0.075,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,7,5.26,3.09,28.82,11.85,7,24.5,0,1,
4046,10,C,Quercus rubra,0.075,Low,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,5/24/18,20,50,3.91,21.31,18.26,7,24.5,0,1,
1892,5,A,Acer saccharum,0.086,Med,2017,Sterile,1330,Sterile,Sterilized,AMF,Sterile,5/18/18,9.09,,0.06,12.41,12.37,23,80.5,1,,
4056,10,A,Quercus alba,0.051,Low,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,5/22/18,16,30.23,4.37,21.77,17.34,7,24.5,0,1,
4069,10,A,Quercus rubra,0.051,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,22,46.34,3.82,27.25,14.41,7,24.5,0,1,
1897,5,A,Quercus rubra,0.086,Med,2016,Sterile,984,Sterile,Sterilized,EMF,Sterile,5/23/18,6.48,10.73,3.46,24.52,15.13,21,73.5,1,,
4074,10,A,Quercus alba,0.051,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,29,5.56,4.44,23.63,16.13,7,24.5,0,1,
1900,5,C,Acer saccharum,0.098,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.56,,0.05,14.23,12.65,17,59.5,1,,
4077,10,E,Quercus rubra,0.072,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,10,73.08,3.92,23.35,17.04,7,24.5,0,1,
1904,5,C,Acer saccharum,0.098,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.24,,0.14,14.27,12.11,17,59.5,1,,
4078,10,E,Prunus serotina,0.072,Low,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,0,,0.22,5.3,8.2,7,24.5,0,1,
1908,5,C,Acer saccharum,0.098,Med,2016,Sterile,275,Sterile,Sterilized,AMF,Sterile,6/6/18,8.44,,0.04,12.15,12.18,33,115.5,1,,
1909,5,A,Acer saccharum,0.086,Med,2017,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.1,,0.48,13.62,12.36,18,63,1,,
4083,10,C,Quercus rubra,0.075,Low,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,5,0,2.97,24.77,12.7,7,24.5,0,1,
1915,5,A,Acer saccharum,0.086,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.06,,-0.01,13.73,12.05,18,63,1,,
1917,5,E,Quercus rubra,0.077,Med,2017,Quercus alba,1478,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.14,28.36,3.74,23.03,16.63,33,115.5,0,,1
